osd_id|label|bioarchive_code|ena_acc|biosample_acc|start_lat|start_lon|stop_lat|stop_lon|water_depth|local_date|local_start|local_end|start_date_time_utc|end_date_time_utc|site_name|iho_label|mrgid|protocol|objective|platform|device|description|water_temperature|salinity|biome|biome_id|feature|feature_id|material|material_id|ph|phosphate|nitrate|carbon_organic_particulate|nitrite|carbon_organic_dissolved_doc|nano_microplankton|downward_par|conductivity|primary_production_isotope_uptake|primary_production_oxygen|dissolved_oxygen_concentration|nitrogen_organic_particulate_pon|meso_macroplankton|bacterial_production_isotope_uptake|nitrogen_organic_dissolved_don|ammonium|silicate|bacterial_production_respiration|turbidity|fluorescence|pigment_concentration|picoplankton_flow_cytometry|dist_coast_m|dist_coast_iso3_code|longhurst_code|longhurst_descr|longhurst_dist_degrees|lme_name|lme_dist_m
108|OSD108_2014-06-20_0m_NPL022|ABOKM08|ERS667557|SAMEA3275539|38.757283|-8.966333|38.757283|-8.966333|0|2014-06-20|11:40:00+00|11:50:00+00|2014-06-20T11:40:00+00|2014-06-20T11:50:00+00|Alcochete|North Atlantic Ocean|1912|NPL022|OSD2014 PORTUGAL MAINLAND|Ground|ACID WASHED RECIPIENT|OSD108-ALCOCHETE|20.1|30|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|508|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0|Iberian Coastal|0
109|OSD109_2014-06-20_0m_NPL022|ABOKL46|ERS667556|SAMEA3275538|38.676942|-9.012392|38.676942|-9.012392|0|2014-06-20|11:00:00+00|11:10:00+00|2014-06-20T11:00:00+00|2014-06-20T11:10:00+00|Rosário|North Atlantic Ocean|1912|NPL022|OSD2014 @ PT MAINLAND|Ground|ACID WASHED RECIPIENT|OSD109-ROSÃRIO|20.5|30|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|33|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0.0258694442873245|Iberian Coastal|0
110|OSD110_2014-06-21_0m_NPL022|ABOKL58|ERS667555|SAMEA3275537|40.145122|-8.869328|40.145122|-8.869328|0|2014-06-21|10:30:00+00|10:50:00+00|2014-06-21T10:30:00+00|2014-06-21T10:50:00+00|Figueira da Foz|North Atlantic Ocean|1912|NPL022|OSD2014 @ PT MAINLAND|Ground|ACID WASHED RECIPIENT|OSD110-FIGUEIRA DA FOZ|23|22.5|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|618|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0|Iberian Coastal|0
113|OSD113_2014-06-21_39m_NPL022|ABOKL76|ERS667553|""|38.6667|-9.4367|38.6667|-9.4367|39|2014-06-21|11:25:00+00|12:00:00+00|2014-06-21T11:25:00+00|2014-06-21T12:00:00+00|CascaisWatch|North Atlantic Ocean|1912|NPL022|"Water sampling for the ""Ocean Sampling Day 2014"" and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA"|Research vessel|Sterilized 8L-Niskin bottle, Seabird SBE 911p CTD|Ocean water sample|18|35.27|marine biome|00000447|pelagic isothermal surface|01000080|mesotrophic water|00002225|8.5|0.65|1.4225|NaN|0.055|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|3.515|6.135|NaN|NaN|NaN|NaN|NaN|2464|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0|Iberian Coastal|0
114|OSD114_2014-06-21_1m_NPL022|ABOKL85|ERS667552|SAMEA3275535|34.41|-9.51|34.41|-9.51|1|2014-06-21|10:05:00+00|10:30:00+00|2014-06-21T10:05:00+00|2014-06-21T10:30:00+00|BerlengasWatch|North Atlantic Ocean|1912|NPL022|"Water sampling for the ""Ocean Sampling Day 2014"" and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria"|Vessel|Sterilized 8L-Niskin Bottle|Ocean Water sample|18.5|33.57|marine biome|00000447|surface water|00002042|mesotrophic water|00002225|8.14|0.1275|0.8675|NaN|0.02|NaN|NaN|NaN|NaN|NaN|NaN|8.33|NaN|NaN|NaN|NaN|1.305|1.6225|NaN|NaN|NaN|NaN|NaN|156897|MAR|NASE|Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)|0|Canary Current|0
115|OSD115_2014-06-21_0m_NPL022|ABOKL47|ERS667551|SAMEA3275534|39.134347|-9.384778|39.134347|-9.384778|0|2014-06-21|14:30:00+00|14:45:00+00|2014-06-21T14:30:00+00|2014-06-21T14:45:00+00|Santa Cruz|North Atlantic Ocean|1912|NPL022|OSD2014 @ PT MAINLAND|Ground|ACID WASHED RECIPIENT|OSD115-SANTA CRUZ|20.3|40|marine biome|00000447|surface water|00002042|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|309|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0.000159672822964665|Iberian Coastal|357
116|OSD116_2014-06-21_0m_NPL022|ABOKL59|ERS667550|SAMEA3275533|39.415067|-9.218828|39.415067|-9.218828|0|2014-06-21|13:30:00+00|13:40:00+00|2014-06-21T13:30:00+00|2014-06-21T13:40:00+00|Lagoa de Óbidos|North Atlantic Ocean|1912|NPL022|OSD2014 @ PT MAINLAND|Ground|ACID WASHED RECIPIENT|OSD116-LAGOA DE ÃBIDOS|24.7|22.5|estuarine biome|01000020|surface water|00002042|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|613|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0.0214737653028485|Iberian Coastal|0
117|OSD117_2014-06-21_0m_NPL022|ABOKL92|ERS667549|SAMEA3275532|37.167|-7.504|37.167|-7.504|0|2014-06-21|16:10:00+00|16:40:00+00|2014-06-21T16:10:00+00|2014-06-21T16:40:00+00|S Iberian Atlantic - Tavira Beach|North Atlantic Ocean|1912|NPL022|Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity|Beach/Intertidal zone structure|Sterilized 5L-Bucket|Ocean water sample|23.64|37.93|marine biome|00000447|pelagic isothermal surface|01000080|mesotrophic water|00002225|NaN|0.1275|0.8675|NaN|0.02|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.000001305|0.0000016225|NaN|NaN|NaN|NaN|NaN|0|PRT|CNRY|Coastal - Canary Coastal Province (EACB)|0|Iberian Coastal|0
118|OSD118_2014-06-21_0.2m_NPL022|ABOKM55|ERS667548|SAMEA3275531|51.7423|-8.3112|51.7423|-8.3112|0.2|2014-06-21|12:14:00+00|12:17:00+00|2014-06-21T12:14:00+00|2014-06-21T12:17:00+00|Robert's Cove|Celtic Sea|2351|NPL022|Analysis of prokaryotic diversity in surface seawater.|ENVO:00000000 SHORE|Carboy|Near-shore, surface seawater sampled. Seawater filtered on 0.22 uM Sterivex cartridges.|18|38|neritic epipelagic zone biome|01000042|surface water|00002042|sea water|00002149|8.93|5.2647|0.8065|NaN|0.5435|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|2.7778|NaN|NaN|NaN|NaN|NaN|NaN|70|IRL|NECS|Coastal - NE Atlantic Shelves Province|0.000686768023770114|Celtic-Biscay Shelf|52
119|OSD119_2014-06-21_1m_NPL022|""|ERS667547|""|21.3142|-89.6712|21.3621|-89.6602|1|2014-06-21|12:00:00-06|12:27:00-06|2014-06-21T18:00:00+00|2014-06-21T18:27:00+00|Progreso|Gulf of Mexico|4288|NPL022|To collect environmental parameters and biological material for the OSD June 21st 2014|Primero de Junio|CTD and Van Dorn bottle samplers|We collect 40 L of surface water in this point.|25.8|36.2|marine pelagic biome|01000023|surface water|00002042|sea water|00002149|7|NaN|1.526|NaN|0.115|NaN|NaN|NaN|55.6|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.438|NaN|NaN|NaN|NaN|NaN|NaN|2705|MEX|CARB|Trades - Caribbean Province|0|Gulf of Mexico|0
120|OSD120_2014-06-21_5m_NPL022|""|ERS667546|""|21.4934|-88.8468|21.4934|-88.8468|5|2014-06-21|12:13:00-06|13:00:00-06|2014-06-21T18:13:00+00|2014-06-21T19:00:00+00|Dzilam|Gulf of Mexico|4288|NPL022|To collect environmental parameters and biological material for the OSD June 2014|without registration|CTD and Van Dorn bottle samplers|We collected 40 L |26.7|38.98|marine pelagic biome|01000023|surface water|00002042|sea water|00002149|6|NaN|1.493|NaN|0.052|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.438|3.6|NaN|NaN|NaN|NaN|NaN|9007|MEX|CARB|Trades - Caribbean Province|0|Gulf of Mexico|0
121|OSD121_2014-06-21_5m_NPL022|""|ERS667545|""|20.8841|-90.4967|20.8841|-90.4967|5|2014-06-21|11:59:00-06|12:30:00-06|2014-06-21T17:59:00+00|2014-06-21T18:30:00+00|Celestun|Gulf of Mexico|4288|NPL022|To collect environmental parameters and biological material for the OSD 2014|without registration|CTD and Van Dorn bottle samplers|We collected 40 L of water |28.6|36.8|marine pelagic biome|01000023|surface water|00002042|sea water|00002149|7|NaN|1.493|NaN|0.052|NaN|NaN|NaN|60.7|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.406|3.6|NaN|NaN|NaN|NaN|NaN|11090|MEX|CARB|Trades - Caribbean Province|0|Gulf of Mexico|0
122|OSD122_2014-06-22_0m_NPL022|ABOKM54|ERS667544|SAMEA3275530|29.4667|34.9291|29.4667|34.9291|0|2014-06-22|09:45:00+02|10:45:00+02|2014-06-22T07:45:00+00|2014-06-22T08:45:00+00|Station A Gulf Of Eilat|Gulf of Aqaba|4263|NPL022|Sampling for OSD|boat|pump|OSD3-06-14 St a1 eilat NPL022 1Surface|24|40.5|marine biome|00000447|surface water|00002042|oligotrophic water|00002223|NaN|NaN|0.25|NaN|0.01|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.69|NaN|NaN|0.106|NaN|NaN|3703|ISR|REDS|Coastal - Red Sea, Persian Gulf Province|0|Red Sea|0
123|OSD123_2014-06-22_4m_NPL022|ABOKL83|ERS667543|SAMEA3275529|32.822|32.954|32.822|32.954|4|2014-06-22|11:00:00+02|13:00:00+02|2014-06-22T09:00:00+00|2014-06-22T11:00:00+00|Shikmona|Mediterranean Sea - Eastern Basin|4280|NPL022|test|pump|YSI|er|27|39.4|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|0.02|0.34|NaN|NaN|NaN|NaN|NaN|NaN|6.7|NaN|NaN|NaN|NaN|4|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|173306|EGY|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0|Mediterranean Sea|0
124|OSD124_2014-06-21_5m_NPL022|ABOKM72|ERS667541|SAMEA3275527|34.32444|135.12083|34.32444|135.12083|5|2014-06-21|12:25:00+09|12:40:00+09|2014-06-21T03:25:00+00|2014-06-21T03:40:00+00|Osaka Bay|Japan Sea|4307|NPL022|Marine biome and virome|Vessel at fixed position|Sterivex filter unit with peristatic pump|In this site, the ocean water and coastal water is sporadicallyãinterchanged.|21.15|33.19|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|422|JPN|KURO|Westerlies - Kuroshio Current Province|0|Kuroshio Current|0
124|OSD124_2014-06-21_5m_NE08|ABOKM91|ERS667542|SAMEA3275528|34.32444|135.12083|34.32444|135.12083|5|2014-06-21|12:25:00+09|12:40:00+09|2014-06-21T03:25:00+00|2014-06-21T03:40:00+00|Osaka Bay|Japan Sea|4307|NE08|Marine biome and virome|Vessel at fixed position|142 mm-diamater-filter|In this site, the ocean water and coastal water is sporadicallyãinterchanged.|21.15|33.19|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|422|JPN|KURO|Westerlies - Kuroshio Current Province|0|Kuroshio Current|0
125|OSD125_2014-06-21_0m_NPL022|ABOKM38|ERS667540|SAMEA3275526|55.03306|-1.43278|55.03306|-1.43278|0|2014-06-21|13:00:00+00|16:55:00+00|2014-06-21T13:00:00+00|2014-06-21T16:55:00+00|Dove Marine Laboratory Cullercoats Beach|North Sea|2350|NPL022|Sampling for OSD|Pier|Bucket and Rope/Horiba|Surface water sampling for OSD|16.04|26.4|marine biome|00000447|surface water|00002042|sea water|00002149|8.5|NaN|NaN|NaN|NaN|NaN|NaN|NaN|35.2|NaN|NaN|50|NaN|NaN|NaN|NaN|NaN|NaN|NaN|13.5|NaN|NaN|NaN|0|GBR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|123
126|OSD126_2014-06-21_1m_NPL022|ABOKM13|ERS667539|SAMEA3275525|66.00691|-18.19653|66.00659|-18.19753|1|2014-06-21|12:15:00+00|12:31:00+00|2014-06-21T12:15:00+00|2014-06-21T12:31:00+00|Eyafjordur_1|Greenland Sea|2356|NPL022|Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration|Research Vessel Einari Nesi|Nissan Bottles 1.6 L|Water more turbid than of sample|12.2|42.3|marine biome|00000447|fjord|00000039|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|ISL|ARCT|Polar - Atlantic Arctic Province|0.0694969545262676|Iceland Shelf and Sea|3870
127|OSD127_2014-06-21_10m_NPL022|ABOKM16|ERS667538|SAMEA3275524|66.00776|-18.19531|66.00696|-18.19041|10|2014-06-21|11:43:00+00|12:12:00+00|2014-06-21T11:43:00+00|2014-06-21T12:12:00+00|Eyafjordur_2|Greenland Sea|2356|NPL022|Ocean water in 10 m depth for comparison with same location at 1 m|Research vessel Einari Nesi|Niskin Bottles 1.6 L|Identical location as OSD126_Eyjafordur_1 but different depth|11.24|59.7|marine biome|00000447|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|59.7|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|ISL|ARCT|Polar - Atlantic Arctic Province|0.0709755887614985|Iceland Shelf and Sea|3950
128|OSD128_2014-06-21_1m_NPL022|ABOKM57|ERS667537|SAMEA3275523|65.4886|-18.06080|65.4877|-18.06032|1|2014-06-21|17:05:00+00|17:19:00+00|2014-06-21T17:05:00+00|2014-06-21T17:19:00+00|Eyafjordur_3|||NPL022|Eyjafjordur, Akureyri, Iceland|Research vessel Einari Nesi|Nissan bottles 1.6 L|Surface sampling|12|14|marine biome|00000447|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|14|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|ISL|ARCT|Polar - Atlantic Arctic Province|0.154969406149361||
129|OSD129_2014-06-21_10m_NPL022|ABOKM22|ERS667536|SAMEA3275522|65.817186|-18.101835|65.48868|-18.06080|10|2014-06-21|16:38:00+00|17:03:00+00|2014-06-21T16:38:00+00|2014-06-21T17:03:00+00|Eyafjordur_4|Greenland Sea|2356|NPL022|Eyjafjordur, Akureyri, Iceland|Research Vessel Einari Nesi|Niskin bottles 1.6 L|10 m sample of same site as OSD 128|9.9|61.5|marine biome|00000447|fjord|00000039|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|61.5|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|1325|ISL|ARCT|Polar - Atlantic Arctic Province|0|Iceland Shelf and Sea|0
130|OSD130_2014-06-21_1m_NPL022|ABOKM26|ERS667535|SAMEA3275521|66.1316|-18.7902|66.1316|-18.7902|1|2014-06-21|11:41:00+00|12:05:00+00|2014-06-21T11:41:00+00|2014-06-21T12:05:00+00|Eyafjordur_5|Greenland Sea|2356|NPL022|Sampling of coastal waves, Eyjafjordur|boat|Plastic containers 5 L|Surface sampling at 1 m depth|10.1|48|marine biome|00000447|fjord|00000039|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|170|ISL|ARCT|Polar - Atlantic Arctic Province|0.0590014447729412|Iceland Shelf and Sea|345
131|OSD131_2014-06-21_1m_NPL022|ABOKM40|ERS667534|SAMEA3275520|42.4138056|27.669|42.424831|27.699019|1|2014-06-21|10:24:00+02|13:30:00+02|2014-06-21T08:24:00+00|2014-06-21T11:30:00+00|Sozopol bay (Zlatana ribka)|Black Sea|3319|NPL022|Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.|Research vessel, LEM|Niskin bottle|ENVO:00000447 âmarine biomeâ;            ENVO:00002042 âsurface waterâ;              ENVO:00002010 âseawaterâ                                |22.5|14.3|marine biome|00000447|coastal water body|02000049|coastal sea water|00002150|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0|BGR|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.00835999285444857|Black Sea|0
132|OSD132_2014-06-22_0.5m_NPL022|ABOKL90|ERS667533|SAMEA3275519|32.0694|34.8430|32.0694|34.8430|0.5|2014-06-22|10:45:00+02|11:00:00+02|2014-06-22T08:45:00+00|2014-06-22T09:00:00+00|Sdot YAM|Mediterranean Sea - Eastern Basin|4280|NPL022|OSD sampling day|deck beach|pump|beach |27.3|39.35|marine biome|00000447|surface water|00002042|oligotrophic water|00002223|8.18|NaN|1.57|NaN|0.06|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|2.56|NaN|NaN|NaN|0.22|NaN|0|ISR|MEDI|Westerlies - Mediterranean Sea, Black Sea Province|0.0807432174880945|Mediterranean Sea|7736
133|OSD133_2014-06-21_0m_NPL022|ABOKM17|ERS667532|SAMEA3275518|-33.897069|18.386825|-33.93572|18.47147|0|2014-06-21|09:24:00+02|10:14:00+02|2014-06-21T07:24:00+00|2014-06-21T08:14:00+00|Robben Island|South Atlantic Ocean|1914|NPL022|Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.|Robben Island|5L Niskin bottle, 10L plastic bottles, XRX620 CTD.|Particulate matter|15.06|35.16|marine biome|00000447|surface water|00002042|sea water|00002149|6.5|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|95.87|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.56|6.48|NaN|NaN|312|ZAF|EAFR|Coastal - E. Africa Coastal Province|0|Benguela Current|0
135|OSD135_2014-06-21_1m_NPL022|""|ERS667530|SAMEA3275516|27.9011|-110.8717|27.9011|-110.8717|1|2014-06-21|11:03:00+08|11:30:00+08|2014-06-21T03:03:00+00|2014-06-21T03:30:00+00|Guaymas Bay|Gulf of California|4314|NPL022|TO CONTRIBUTE TO THE KNOWLEDGE OF MARINE MICROBIAL DIVERSITY AND FUNCTIONS IN WORLDWIDE OCEANS|BOAT-KAYAK|5L BUCKET|1M SURFACE OF SEA WATER FROM GUAYMAS BAY|31.2|37.4|marine biome|00000447|surface water|00002042|sea water|00002149|7.9|0.957|1.833|NaN|1.087|NaN|NaN|NaN|56.55|NaN|NaN|322.813|NaN|NaN|NaN|NaN|24.917|NaN|NaN|2.25|NaN|NaN|NaN|0|MEX|CAMR|Coastal - Central American Coastal Province|0.0433203413545242|Gulf of California|0
137|OSD137_2014-06-21_0.1m_NPL022|""|ERS667531|SAMEA3275517|56.043860|12.613306|56.043860|12.613306|0.1|2014-06-21|15:01:00+01|17:00:00+01|2014-06-21T14:01:00+00|2014-06-21T16:00:00+00|Helsinore Harbour|Kattegat|2374|NPL022|Helsinore harbor is a common sampling site in Denmark. Our focus is set on isolation of bioactive marine bacteria from this site and study their interactions.|Beach|10 L Nalgene flask|Filters lost due to degradation during shipment.|20|17.3|marine biome|00000447|surface water|00002042|sea water|00002149|8.1|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|344|DNK|NECS|Coastal - NE Atlantic Shelves Province|0|Baltic Sea|81
136|OSD136_2014-06-21_0.1m_NPL022|""|ERS667529|SAMEA3275515|55.744929|12.094845|55.744929|12.094845|0.1|2014-06-21|11:56:00+01|14:02:00+01|2014-06-21T10:56:00+00|2014-06-21T13:02:00+00|Jyllinge Harbour|Kattegat|2374|NPL022|Jyllinge harbour has been sampled many times over the past years for bioactive bacteria and to study their interactions.|Pier|10 L Nalgene flask|Filters were degraded during shipment.|17|16.2|marine biome|00000447|surface water|00002042|sea water|00002149|8.3|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|455|DNK|NECS|Coastal - NE Atlantic Shelves Province|0.00918134254493926|North Sea|648
141|OSD141_2014-06-20_5m_NE08|ABOKM89|ERS667527|SAMEA3275513|60.16121|5.11504|60.16121|5.11504|5|2014-06-20|09:45:00+01|10:00:00+01|2014-06-20T08:45:00+00|2014-06-20T09:00:00+00|Raunefjorden|North Sea|2350|NE08|OSD 2014|Boat|Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.|Coastal northern atlantic water|10.13|30.67|marine biome|00000447|surface water|00002042|sea water|00002149|7.91|0.2|NaN|NaN|NaN|NaN|980370000000|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.4|NaN|0.59|NaN|NaN|NaN|1557|NOR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
141|OSD141_2014-06-20_5m_NPL022|ABOKL43|ERS667528|SAMEA3275514|60.16121|5.11504|60.16121|5.11504|5|2014-06-20|09:45:00+01|10:00:00+01|2014-06-20T08:45:00+00|2014-06-20T09:00:00+00|Raunefjorden|North Sea|2350|NPL022|OSD 2014|Boat|Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.|Coastal Northern Atlantic water|10.13|30.67|marine biome|00000447|fjord|00000039|sea water|00002149|7.91|0.2|NaN|NaN|NaN|NaN|980370000000|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|0.4|NaN|0.59|NaN|NaN|NaN|1557|NOR|NECS|Coastal - NE Atlantic Shelves Province|0|North Sea|0
142|OSD142_2014-06-21_1m_NPL022|ABOKM39|ERS667526|SAMEA3275512|31.383607|-80.866685|31.383607|-80.866685|1|2014-06-21|10:00:00-05|13:00:00-05|2014-06-21T15:00:00+00|2014-06-21T18:00:00+00|Gray’s Reef National Marine Sanctuary|North Atlantic Ocean|1912|NPL022|Water quality monitoring time-series at NOAA Gray's Reef National Marine Sanctuary, USA|Sampled from the Research Vessel Sam Gray at NDBC station 41008|Niskin bottle to collect water.  In situ WetLabs sensors at 1M|Surface water (1M) at NDBC 41008|27.43|35.85|marine biome|00000447|continental shelf|00000223|sea water|00002149|7.97|NaN|0.3|NaN|NaN|112.21|NaN|NaN|NaN|NaN|NaN|7.99|NaN|NaN|NaN|6.9|0.1|NaN|NaN|0.8325|5.5|NaN|NaN|32673|USA|NWCS|Coastal - NW Atlantic Shelves Province|0|Southeast U.S. Continental Shelf|0
143|OSD143_2014-06-21_1m_NPL022|ABOKN04|ERS667523|SAMEA3275509|31.982820|-81.01667|31.982820|-81.01667|1|2014-06-21|13:45:00-05|15:00:00-05|2014-06-21T18:45:00+00|2014-06-21T20:00:00+00|Skidaway Institute of Oceanography|||NPL022|Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP).  For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index|Long-term observation of a subtropical estuary in Southeastern US. Objective is to detect trends attributable to human activity and climate variability.|Permanent dock, Skidaway Institute of Oceanography Main Dock|4 replicate samples of whole water (0.3L) filtered onto 0.2 um Sterivex cartridge filters, place in Whirlpak bag and stored at -80 deg C|30.79|26.58|estuarine biome|01000020|surface water|00002042|sea water|00002149|7.53|0.7|0.1|NaN|NaN|268.4|NaN|NaN|NaN|NaN|NaN|5.85|NaN|NaN|NaN|15.4|0.2|NaN|NaN|20.4|5.3|4.97|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0.119902091580324|Southeast U.S. Continental Shelf|6429
143|OSD143_2014-06-21_1m_NE08|ABOKM86|ERS667524|SAMEA3275510|31.982820|-81.01667|31.982820|-81.01667|1|2014-06-21|14:00:00-05|15:00:00-05|2014-06-21T19:00:00+00|2014-06-21T20:00:00+00|Skidaway Institute of Oceanography|||NE08|Long-term time series program to explore the impact of human and climate variability on pelagic processes in a subtropical estuary|Permanent dock, Skidaway Institute of Oceanography main dock|Manta2 6-parameter water quality sonde, Niskin bottle|Replicate 0.3L water samples collected onto 0.8 um filters and store in individual 5 ml cryovials.|30.79|26.58|marine biome|00000447|surface water|00002042|sea water|00002149|7.53|0.7|0.1|NaN|NaN|268.4|NaN|NaN|NaN|NaN|NaN|5.85|NaN|NaN|NaN|15.4|0.2|NaN|NaN|20.4|5.3|4.97|NaN|0|USA|NWCS|Coastal - NW Atlantic Shelves Province|0.119902091580324|Southeast U.S. Continental Shelf|6429
144|OSD144_2014-06-24_0m_NPL022|ABOKM03|ERS667522|SAMEA3275508|21.26882|-157.72231|21.26882|-157.72231|0|2014-06-24|20:08:00-10|20:08:00-10|2014-06-24T06:08:00+00|2014-06-24T06:08:00+00|Maunalua Bay O'ahu|North Pacific Ocean|1908|NPL022|OSD|BOAT|ACID WASHED BUCKET|ACID WASHED BUCKET SCOOPED SURFACE WATER|25.8|35|marine biome|00000447|surface water|00002042|sea water|00002149|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|NaN|708|USA|NPTG|Trades - N. Pacific Tropical Gyre Province|0|Insular Pacific-Hawaiian|0
